Funder,Funder Country,Funder Type,Recipient Name,Recipient URL,Recipient City,Recipient State,Recipient Country,Currency,Amount (original currency),Amount (USD),Paid/Auth,Transaction Type,Duration (Months),FY,Grant Description,Source URL,Publication,Title,Author,Publication Date,Date added,Crisis
American Red Cross,United States,Public charity,International Federation of Red Cross and Red Crescent Societies,https://www.ifrc.org/,Geneva,,Switzerland,USD,"$10,000,000 ","$10,000,000 ",Authorized,Cash,,2022,The American Red Cross has contributed $10 million dollars to the International Federation of Red Cross and Red Crescent Societies (IFRC) to help alleviate the suffering caused by the crisis in Ukraine. ,https://www.redcross.org/about-us/news-and-events/news/2022/ukraine-red-cross-delivers-aid-to-families.html,,American Red Cross Contributes $12 Million to Ukraine Crisis Relief Efforts,,4/14/2022,4/20/2022,Ukraine
American Red Cross,United States,Public charity,Danish Red Cross,https://en.rodekors.dk/,Copenhagen,,Denmark,USD,"$2,000,000 ","$2,000,000 ",Authorized,Cash,,2022,The American Red Cross has contributed  $2 million dollars to the Danish Red Cross to provide emergency supplies to people displaced within Ukraine.,https://www.redcross.org/about-us/news-and-events/news/2022/ukraine-red-cross-delivers-aid-to-families.html,,American Red Cross Contributes $12 Million to Ukraine Crisis Relief Efforts,,4/14/2022,4/20/2022,Ukraine
AmerisourceBergen Foundation ,United States,Public charity,Multiple Recipients,,,,,USD,"$500,000","$500,000",Authorized,Pledge,,2022,"In alignment with AmerisourceBergen Foundation’s mission, a commitment of $500,000 in grant donations will be deployed to support organizations on the ground in Ukraine to provide care and relief to those impacted by this conflict, including Direct Relief to support their emergency response in and around Ukraine.",https://www.amerisourcebergen.com/newsroom/media-statements/media-statement-on-current-operations-in-eastern-europe,,,,3/4/2022,3/30/2022,Ukraine
"Amgen Foundation, Inc.",United States,Company-sponsored foundation,International Medical Corps (IMC),https://internationalmedicalcorps.org/,Los Angeles,CA,United States,USD,"$250,000","$250,000",Authorized,Cash,,2022,"To assist the Ukrainian people, the Amgen Foundation has approved two disaster relief grants of $250,000 each to International Medical Corps and Project Hope. The Amgen Foundation has also opened the Amgen Foundation Disaster Relief Matching Gifts Program, allowing all staff globally to receive the Foundation match when they donate to select charities to support humanitarian efforts related to the conflict in Ukraine.",https://www.uschamberfoundation.org/aid-event/humanitarian-crisis-ukraine/amgen-foundation-humanitarian-crisis-ukraine,,,,3/4/2022,3/4/2022,Ukraine
"Amgen Foundation, Inc.",United States,Company-sponsored foundation,Project Hope,https://www.projecthope.org/,Washington,DC,United States,USD,"$250,000","$250,000",Authorized,Cash,,2022,"To assist the Ukrainian people, the Amgen Foundation has approved two disaster relief grants of $250,000 each to International Medical Corps and Project Hope. The Amgen Foundation has also opened the Amgen Foundation Disaster Relief Matching Gifts Program, allowing all staff globally to receive the Foundation match when they donate to select charities to support humanitarian efforts related to the conflict in Ukraine.",https://www.uschamberfoundation.org/aid-event/humanitarian-crisis-ukraine/amgen-foundation-humanitarian-crisis-ukraine,,,,3/4/2022,3/4/2022,Ukraine
Andrea and Geoff Ralston,United States,Individual,Multiple Recipients,,,,,USD,"$500,000 ","$500,000 ",Paid,Cash,,2022,"Andrea and Geoff Ralston donated $500,000 to Stand With Ukraine fundraiser organized by Mila Kunis and Ashton Kutcher on GoFundMe.org. The fund will benefit Flexport.org and Airbnb.org, two organizations who are actively on the ground providing immediate help to those who need it most. Flexport.org is organizing shipments of relief supplies to refugee sites in Poland, Romania, Hungary, Slovakia and Moldova. Airbnb.org is providing free, short-term housing to refugees fleeing Ukraine.",https://www.gofundme.com/f/stand-with-ukraine/topdonations,,,,3/25/2022,4/25/2022,Ukraine
Andrew Killingsworth,England,Individual,British Red Cross,https://www.redcross.org.uk/,,,United Kingdom,GBP,"£100,000","$132,000",Authorized,Pledge,,2022,"Yours Clothing, in Bakewell Road, Orton Southgate, plans to raise £150,000 from the sale of special T-shirts and bags with company boss Andrew Killingsworth donating the remaining £100,000. The money will go to the British Red Cross, which is involved in work to help Ukrainian refugees across Europe.",https://www.peterboroughtoday.co.uk/news/people/peterboroughs-yours-clothing-to-donate-ps250000-to-help-war-torn-ukraine-3616634,Peterborough Telegraph,"Peterborough’s Yours Clothing to donate £250,000 to help war-torn Ukraine",Paul Grinnell,3/18/2022,4/29/2022,Ukraine
Anglo American Foundation,United States,Public charity,Unknown Recipient(s),,,,,USD,"$5,000,000","$5,000,000",Authorized,Pledge,,2022,"The Anglo American Foundation will be making a donation of US$5 million to one or more charities involved in providing humanitarian relief in Ukraine. The Anglo American Foundation will also match donations made by our employees, up to £1,000 per person per year.",https://www.angloamerican.com/media/press-releases/2022/04-03-2022,,,,3/4/2022,3/8/2022,Ukraine
Anonymous Individual,United Kingdom,Individual,Ohmatdyt Children’s Hospital,https://ohmatdyt.com.ua/,Kyiv,,Ukraine,EUR,"€ 81,000","$88,290",Authorized,Cash,,2022,"The sale of a piece by Bristol-based street artist Banksy has raised £81,000 for a children’s hospital in Ukraine. As well as treating critically ill children, the hospital is admitting people of all ages injured in Russian attacks.",https://www.ross-shirejournal.co.uk/news/national/auction-of-banksy-piece-raises-81-000-for-children-s-hospital-in-ukraine-44465/,PA News,"Auction of Banksy piece raises £81,000 for children’s hospital in Ukraine",PA News,3/28/2022,3/30/2022,Ukraine 
Arcade Fire,Canada,Individual,Plus1 Ukraine Relief Fund,https://ukrainerelief.plus1.org/,,,,USD,"$100,000 ","$100,000",Authorized ,Cash,,2022,"Acclaimed Canadian indie-rock group Arcade Fire raised more than $100,000 for PLUS1’s Ukraine Relief Fund with a series of surprise shows. The concerts - one in New Orleans, four in New York - allowed fans to pay whatever they could afford for entry.",https://ultimateclassicrock.com/rockers-support-ukraine/,Ultimate Classic Rock,How Rockers Are Rallying Support for Ukraine,Corey Irwin,3/29/2022,4/29/2022,Ukraine
Arcadia,United Kingdom,Independent foundation,International Committee of the Red Cross (ICRC),https://www.icrc.org/en,Geneva,,Switzerland,GBP,"£5,000,000","$6,600,000",Authorized,Cash,,2022,"In response to the Russian invasion of Ukraine, Arcadia has donated £5m to the Red Cross.",https://www.arcadiafund.org.uk/news/support-for-ukraine,,,,,3/23/2022,Ukraine
Arcadia,United Kingdom,Independent foundation,United Nations,http://www.un.org/,New York,NY,United States,GBP,"£3,000,000","$3,960,000",Authorized,Cash,,2022,"In response to the Russian invasion of Ukraine, Arcadia has donated £3m to the United Nations agencies.",https://www.arcadiafund.org.uk/news/support-for-ukraine,,,,,3/23/2022,Ukraine
Arcadia,United Kingdom,Independent foundation,Save the Children,http://www.savethechildren.org/,Fairfield,CT,United States,GBP,"£1,750,000","$2,310,000",Authorized,Cash,,2022,"In response to the Russian invasion of Ukraine, Arcadia has donated £1.75m to Save the Children, for their emergency humanitarian work in Ukraine and support for refugees as they flee West. ",https://www.arcadiafund.org.uk/news/support-for-ukraine,,,,,3/23/2022,Ukraine
Arcadia,United Kingdom,Independent foundation,Refugee Council ,https://www.refugeecouncil.org.uk/,London,,United Kingdom,GBP,"£250,000","$330,000",Authorized,Matching grants,,2022,"In response to the Russian invasion of Ukraine, Arcadia has donated £250,000 to the Refugee Council to match-fund its appeal to support refugees that come to the UK.",https://www.arcadiafund.org.uk/news/support-for-ukraine,,,,,3/23/2022,Ukraine
Arcadia,United Kingdom,Independent foundation,Foundation Conservation Carpathia,https://www.carpathia.org/,Brasov,,Romania,EUR,"€ 250,000","$272,500",Authorized,Cash,,2022,"In response to the Russian invasion of Ukraine, Arcadia has donated €250,000 to Foundation Conservation Carpathia for people who are taking shelter in national parks in Ukraine.",https://www.arcadiafund.org.uk/news/support-for-ukraine,,,,,3/23/2022,Ukraine
Arcadia,United Kingdom,Independent foundation,Frankfurt Zoological Society,https://fzs.org/,Frankfurt ,,Germany,EUR,"€ 250,000","$272,500",Authorized,Cash,,2022,"In response to the Russian invasion of Ukraine, Arcadia has donated €250,000 to Frankfurt Zoological Society for people who are taking shelter in national parks in Ukraine.",https://www.arcadiafund.org.uk/news/support-for-ukraine,,,,,3/23/2022,Ukraine
Arche Hotels,Poland,Corporate giving program,Unknown Recipient(s),,,,,USD,"$1,000,000","$1,000,000",Authorized,Pledge,,2022,"""Arche Hotels, a Polish hotel chain, has pledged more than $1 million to provide free temporary housing for Ukrainian refugees across its 16 locations in Poland.""",https://www.nytimes.com/2022/03/10/travel/poland-ukraine-refugees.html,New York Times,‘You Just Have to Open the Door and Help People’: Poland’s Tourism Industry Aids Refugees,Ceylan Yeginsu and Magdalena Chodownik,3/10/2022,3/11/2022,Ukraine
Archer-Daniels-Midland Company,United States,Corporate giving program,World Food Program,https://www.wfp.org/,Rome,,Italy,USD,"$485,000","$485,000",Paid,Cash,,2022,Cash donation to World Food Programme from US-based food conglomerate.,https://data.humdata.org/viz-ukraine-ps-tracker/,OCHA Services,Ukraine Private Sector Donations Tracker,,6/14/2022,8/25/2022,Ukraine
Ares Management Corporation,United States,Corporate giving program,CARE International,https://www.care-international.org/,Geneva,,Switzerland,USD,"$100,000","$100,000",Authorized,Cash,,2022,"Ares Management Corporation (""Ares"") will donate $100,000 in corporate contributions to CARE International to provide water and hygiene kits for Ukraine.",https://www.uschamberfoundation.org/aid-event/humanitarian-crisis-ukraine/ares-management-corporation-humanitarian-crisis-ukraine,,,,3/7/2022,3/7/2022,Ukraine
Ares Management Corporation,United States,Corporate giving program,Voices of Children Foundation,https://beavoice.org/,Miami,FL,United States,USD,"$100,000","$100,000",Authorized,Cash,,2022,"Ares Management Corporation (""Ares"") will donate $100,000 in corporate contributions to Voices of Children Foundation to offer psychological and evacuation support for children of Ukraine.",https://www.uschamberfoundation.org/aid-event/humanitarian-crisis-ukraine/ares-management-corporation-humanitarian-crisis-ukraine,,,,3/7/2022,3/7/2022,Ukraine
Ares Management Corporation,United States,Corporate giving program,World Central Kitchen,https://wck.org/,Washington,DC,United States,USD,"$100,000","$100,000",Authorized,Cash,,2022,"Ares Management Corporation (""Ares"") will donate $100,000 to World Central Kitchen to ensure meals for both those who emigrate to neighboring countries and those who remain in Ukraine.",https://www.uschamberfoundation.org/aid-event/humanitarian-crisis-ukraine/ares-management-corporation-humanitarian-crisis-ukraine,,,,3/7/2022,3/7/2022,Ukraine
Argyle Systems Inc.,United States,Corporate giving program,Multiple Recipients,,,,,USD,"$50,000 ","$50,000",Paid,Cash,,2022,"Argyle Systems donated $50,000 to Ukraine Humanitarian Fund on GoFundMe.org. All donations raised will be distributed to verified nonprofit organizations supporting vulnerable communities to obtain access to shelter, food, medical services, education, and psychosocial support, as well as other people impacted.",https://www.gofundme.com/f/ukraine-humanitarian-fund/topdonations,,,,3/27/2022,4/27/2022,Ukraine
Arla Foods,Denmark,Corporate giving program,International Committee of the Red Cross,https://www.icrc.org/en,Geneva,,Switzerland,EUR,"€ 1,000,000","$1,090,000",Authorized,Cash,,2022,Arla Foods is donating €1 million to the Red Cross and working to provide food to Ukrainian refugees.,https://consumerbrandsassociation.org/blog/cpg-industry-unites-amid-russia-invasion/,Consumer Brands Association website,CPG Industry United Amid Russia Invasion,Cati Talenti,3/31/2022,4/8/2022,Ukraine
Armani Group ,Italy,Corporate giving program,UNHCR,https://www.unhcr.org/en-us/contact-us.html,Geneva,,Switzerland,EUR,"€ 500,000","$545,000",Authorized,Cash,,2022,"The Armani Group announced a donation of €500,000 to UNHCR for the assistance and protection of those who have been forced to flee the war in Ukraine. ",https://www.uschamberfoundation.org/aid-event/humanitarian-crisis-ukraine/armani-group-humanitarian-crisis-ukraine,,,,3/15/2022,3/15/2022,Ukraine
Arthur M. Blank Family Foundation,United States,Family Foundation,UNICEF,https://www.unicef.org/,New York,NY,United States,USD,"$250,000 ","$250,000 ",Authorized,Pledge,,2022,"The Arthur M. Blank Family Foundation has pledged $250,000 to UNICEF in support of Ukraine relief efforts. UNICEF is increasing its efforts to deliver aid to hundreds of thousands of children and families who are caught in the conflict. In addition, the foundation is supporting aid for the Ukrainian people via CARE USA, through its previous support of CARE’s Humanitarian Surge Fund, which enables the organization to move rapidly with response efforts.",https://philanthropynewsdigest.org/news/foundations-corporations-providing-support-for-ukraine-03-13-2022,Philanthropy News Digest,"Foundations, corporations providing support for Ukraine",,3/13/2022,3/14/2022,Ukraine
